Target Distance: 100, Step Size: 2
15669: (x,y) = (-313.733,1804.22)
15670: (x,y) = (-289.158,1787.01)
15671: (x,y) = (-318.994,1783.88)
15672: (x,y) = (-335.77,1808.75)
15673: (x,y) = (-329.021,1837.98)
15674: (x,y) = (-340.259,1865.8)
15675: (x,y) = (-357.467,1890.37)
15676: (x,y) = (-338.997,1866.73)
15677: (x,y) = (-343.69,1896.36)
15678: (x,y) = (-371.096,1908.56)
15679: (x,y) = (-371.62,1938.56)
15680: (x,y) = (-387.517,1913.12)
15681: (x,y) = (-380.769,1883.89)
15682: (x,y) = (-393.447,1911.08)
15683: (x,y) = (-364.216,1904.33)
15684: (x,y) = (-376.895,1877.14)
15685: (x,y) = (-403.133,1891.68)
15686: (x,y) = (-411.904,1862.99)
15687: (x,y) = (-382.927,1870.76)
15688: (x,y) = (-376.689,1900.1)
15689: (x,y) = (-349.5,1887.42)
15690: (x,y) = (-350.547,1857.44)
15691: (x,y) = (-321.569,1865.21)
15692: (x,y) = (-335.653,1891.69)
15693: (x,y) = (-346.405,1863.69)
15694: (x,y) = (-325.565,1842.11)
15695: (x,y) = (-330.774,1812.56)
15696: (x,y) = (-333.389,1842.45)
15697: (x,y) = (-318.389,1816.47)
15698: (x,y) = (-289.551,1824.74)
15699: (x,y) = (-260.573,1832.5)
15700: (x,y) = (-254.336,1861.85)
15701: (x,y) = (-225.97,1852.08)
15702: (x,y) = (-217.199,1880.77)
15703: (x,y) = (-209.435,1909.75)
15704: (x,y) = (-193.537,1935.19)
15705: (x,y) = (-223.373,1932.05)
15706: (x,y) = (-251.563,1921.79)
15707: (x,y) = (-267.461,1896.35)
15708: (x,y) = (-259.696,1867.37)
15709: (x,y) = (-279.77,1845.08)
15710: (x,y) = (-307.778,1834.33)
15711: (x,y) = (-283.203,1851.53)
15712: (x,y) = (-255.797,1863.74)
15713: (x,y) = (-233.856,1843.28)
15714: (x,y) = (-206.041,1854.51)
15715: (x,y) = (-206.564,1824.52)
15716: (x,y) = (-215.835,1853.05)
15717: (x,y) = (-240.995,1869.39)
15718: (x,y) = (-233.737,1840.28)
15719: (x,y) = (-217.84,1865.72)
15720: (x,y) = (-234.179,1890.88)
15721: (x,y) = (-263.523,1884.64)
15722: (x,y) = (-254.752,1913.33)
15723: (x,y) = (-269.296,1887.1)
15724: (x,y) = (-248.457,1865.52)
15725: (x,y) = (-254.181,1836.07)
15726: (x,y) = (-277.821,1854.54)
15727: (x,y) = (-272.097,1825.09)
15728: (x,y) = (-262.33,1853.45)
15729: (x,y) = (-236.349,1868.45)
15730: (x,y) = (-265.694,1874.69)
15731: (x,y) = (-291.409,1890.14)
15732: (x,y) = (-261.96,1895.87)
15733: (x,y) = (-276.044,1869.38)
15734: (x,y) = (-297.624,1848.54)
15735: (x,y) = (-282.173,1822.82)
15736: (x,y) = (-270.935,1850.64)
15737: (x,y) = (-257.784,1823.67)
15738: (x,y) = (-239.314,1847.31)
15739: (x,y) = (-260.527,1826.1)
15740: (x,y) = (-289.505,1833.87)
15741: (x,y) = (-298.276,1805.18)
15742: (x,y) = (-318.35,1827.47)
15743: (x,y) = (-347.981,1822.78)
15744: (x,y) = (-373.961,1807.78)
15745: (x,y) = (-401.151,1820.46)
15746: (x,y) = (-375.17,1805.46)
15747: (x,y) = (-404.714,1800.25)
15748: (x,y) = (-434.55,1803.38)
15749: (x,y) = (-442.819,1774.55)
15750: (x,y) = (-454.057,1746.73)
15751: (x,y) = (-440.437,1720)
15752: (x,y) = (-418.143,1699.93)
15753: (x,y) = (-447.374,1693.18)
15754: (x,y) = (-477.37,1693.7)
15755: (x,y) = (-501.64,1711.33)
15756: (x,y) = (-477.37,1693.7)
15757: (x,y) = (-506.601,1686.95)
15758: (x,y) = (-494.399,1714.36)
15759: (x,y) = (-469.824,1731.57)
15760: (x,y) = (-491.765,1711.11)
15761: (x,y) = (-500.034,1739.94)
15762: (x,y) = (-529.92,1737.33)
15763: (x,y) = (-538.189,1766.17)
15764: (x,y) = (-508.844,1759.93)
15765: (x,y) = (-503.12,1730.48)
15766: (x,y) = (-498.427,1700.85)
15767: (x,y) = (-489.156,1672.32)
15768: (x,y) = (-489.156,1702.32)
15769: (x,y) = (-462.918,1687.77)
15770: (x,y) = (-435.729,1700.45)
15771: (x,y) = (-443.493,1671.47)
15772: (x,y) = (-464.706,1650.26)
15773: (x,y) = (-492.522,1661.5)
15774: (x,y) = (-470.942,1640.66)
15775: (x,y) = (-452.887,1616.7)
15776: (x,y) = (-432.427,1594.76)
15777: (x,y) = (-424.158,1565.92)
15778: (x,y) = (-394.614,1571.13)
15779: (x,y) = (-364.618,1570.61)
15780: (x,y) = (-346.149,1594.25)
15781: (x,y) = (-352.386,1564.9)
15782: (x,y) = (-338.766,1538.17)
15783: (x,y) = (-309.222,1543.38)
15784: (x,y) = (-284.952,1525.75)
15785: (x,y) = (-255.607,1519.51)
15786: (x,y) = (-282.796,1532.19)
15787: (x,y) = (-273.526,1503.66)
15788: (x,y) = (-255.471,1527.62)
15789: (x,y) = (-257.041,1557.58)
15790: (x,y) = (-232.771,1539.94)
15791: (x,y) = (-258.212,1555.84)
15792: (x,y) = (-248.445,1584.21)
15793: (x,y) = (-220.438,1594.96)
15794: (x,y) = (-228.707,1566.12)
15795: (x,y) = (-213.707,1592.1)
15796: (x,y) = (-243.543,1595.24)
15797: (x,y) = (-273.319,1598.89)
15798: (x,y) = (-243.975,1592.66)
15799: (x,y) = (-247.111,1562.82)
15800: (x,y) = (-218.421,1571.59)
15801: (x,y) = (-230.623,1544.18)
15802: (x,y) = (-204.908,1559.64)
15803: (x,y) = (-217.111,1587.04)
15804: (x,y) = (-195.53,1607.88)
15805: (x,y) = (-166.299,1601.13)
15806: (x,y) = (-151.755,1627.37)
15807: (x,y) = (-171.437,1604.73)
15808: (x,y) = (-196.011,1621.94)
15809: (x,y) = (-186.244,1650.3)
15810: (x,y) = (-206.318,1628.01)
15811: (x,y) = (-235.007,1619.24)
15812: (x,y) = (-262.823,1608)
15813: (x,y) = (-291.801,1615.76)
15814: (x,y) = (-286.591,1645.31)
15815: (x,y) = (-315.7,1652.57)
15816: (x,y) = (-288.511,1665.24)
15817: (x,y) = (-297.282,1693.93)
15818: (x,y) = (-272.411,1677.16)
15819: (x,y) = (-266.173,1706.5)
15820: (x,y) = (-256.903,1735.03)
15821: (x,y) = (-246.642,1706.84)
15822: (x,y) = (-267.482,1685.26)
15823: (x,y) = (-291.441,1703.32)
15824: (x,y) = (-321.4,1701.75)
15825: (x,y) = (-291.692,1697.57)
15826: (x,y) = (-319.307,1685.85)
15827: (x,y) = (-289.325,1684.8)
15828: (x,y) = (-265.685,1703.27)
15829: (x,y) = (-252.534,1730.24)
15830: (x,y) = (-256.709,1700.53)
15831: (x,y) = (-239.502,1725.1)
15832: (x,y) = (-220.218,1702.12)
15833: (x,y) = (-249.327,1709.38)
15834: (x,y) = (-278.776,1715.1)
15835: (x,y) = (-248.94,1711.97)
15836: (x,y) = (-275.67,1725.59)
15837: (x,y) = (-294.954,1702.61)
15838: (x,y) = (-297.569,1732.49)
15839: (x,y) = (-327.199,1737.19)
15840: (x,y) = (-357.035,1740.32)
15841: (x,y) = (-333.076,1722.27)
15842: (x,y) = (-348.076,1696.29)
15843: (x,y) = (-359.314,1668.47)
15844: (x,y) = (-329.319,1668.99)
15845: (x,y) = (-306.337,1649.71)
15846: (x,y) = (-288.704,1673.98)
15847: (x,y) = (-261.74,1687.13)
15848: (x,y) = (-250.018,1714.75)
15849: (x,y) = (-221.827,1725.01)
15850: (x,y) = (-229.592,1753.99)
15851: (x,y) = (-252.233,1773.67)
15852: (x,y) = (-282.192,1772.1)
15853: (x,y) = (-309.807,1760.38)
15854: (x,y) = (-303.059,1731.14)
15855: (x,y) = (-273.223,1734.28)
15856: (x,y) = (-302.061,1726.01)
15857: (x,y) = (-272.079,1724.96)
15858: (x,y) = (-288.855,1700.09)
15859: (x,y) = (-306.489,1675.82)
15860: (x,y) = (-294.286,1648.42)
15861: (x,y) = (-316.928,1668.1)
15862: (x,y) = (-345.293,1677.87)
15863: (x,y) = (-358.444,1650.9)
15864: (x,y) = (-388.403,1652.47)
15865: (x,y) = (-362.423,1637.47)
15866: (x,y) = (-372.683,1665.66)
15867: (x,y) = (-400.499,1654.42)
15868: (x,y) = (-391.228,1682.96)
15869: (x,y) = (-418.417,1670.28)
15870: (x,y) = (-389.186,1677.03)
15871: (x,y) = (-401.388,1649.62)
15872: (x,y) = (-378.747,1669.3)
15873: (x,y) = (-387.016,1640.46)
15874: (x,y) = (-357.181,1643.6)
15875: (x,y) = (-334.886,1663.67)
15876: (x,y) = (-359.757,1646.9)
15877: (x,y) = (-344.757,1672.88)
15878: (x,y) = (-333.519,1700.69)
15879: (x,y) = (-360.483,1713.84)
15880: (x,y) = (-340.023,1691.9)
15881: (x,y) = (-318.81,1713.12)
15882: (x,y) = (-347.788,1720.88)
15883: (x,y) = (-318.08,1725.06)
15884: (x,y) = (-328.831,1697.05)
15885: (x,y) = (-305.849,1677.77)
15886: (x,y) = (-276.74,1685.02)
15887: (x,y) = (-254.8,1664.56)
15888: (x,y) = (-232.158,1644.88)
15889: (x,y) = (-241.926,1616.52)
15890: (x,y) = (-228.306,1643.25)
15891: (x,y) = (-237.077,1614.56)
15892: (x,y) = (-241.252,1584.85)
15893: (x,y) = (-262.832,1564.01)
15894: (x,y) = (-233.288,1569.22)
15895: (x,y) = (-227.564,1598.67)
15896: (x,y) = (-256.673,1591.41)
15897: (x,y) = (-271.673,1617.39)
15898: (x,y) = (-265.948,1587.94)
15899: (x,y) = (-268.041,1558.02)
15900: (x,y) = (-296.573,1548.74)
15901: (x,y) = (-325.804,1555.49)
15902: (x,y) = (-298.615,1568.17)
15903: (x,y) = (-314.066,1542.46)
15904: (x,y) = (-299.522,1568.7)
15905: (x,y) = (-273.807,1584.15)
15906: (x,y) = (-268.082,1554.7)
15907: (x,y) = (-293.242,1571.04)
15908: (x,y) = (-268.972,1553.4)
15909: (x,y) = (-291.613,1533.72)
15910: (x,y) = (-321.39,1537.38)
15911: (x,y) = (-347.105,1552.83)
15912: (x,y) = (-348.675,1522.87)
15913: (x,y) = (-320.667,1512.12)
15914: (x,y) = (-348.282,1523.84)
15915: (x,y) = (-321.794,1537.92)
15916: (x,y) = (-307.25,1511.69)
15917: (x,y) = (-285.309,1532.15)
15918: (x,y) = (-256.331,1524.38)
15919: (x,y) = (-275.615,1547.36)
15920: (x,y) = (-263.413,1519.96)
15921: (x,y) = (-258.203,1490.41)
15922: (x,y) = (-265.461,1461.3)
15923: (x,y) = (-254.223,1489.12)
15924: (x,y) = (-278.493,1506.75)
15925: (x,y) = (-280.586,1476.83)
15926: (x,y) = (-252.22,1486.59)
15927: (x,y) = (-224.405,1475.35)
15928: (x,y) = (-230.642,1446.01)
15929: (x,y) = (-260.419,1449.67)
15930: (x,y) = (-273.57,1476.63)
15931: (x,y) = (-276.706,1506.47)
15932: (x,y) = (-248.515,1496.21)
15933: (x,y) = (-219.284,1502.95)
15934: (x,y) = (-192.095,1490.28)
15935: (x,y) = (-190.524,1460.32)
15936: (x,y) = (-169.311,1481.53)
15937: (x,y) = (-187.781,1505.17)
15938: (x,y) = (-176.543,1477.35)
15939: (x,y) = (-191.087,1451.12)
15940: (x,y) = (-161.543,1445.91)
15941: (x,y) = (-169.812,1474.74)
15942: (x,y) = (-143.831,1489.74)
15943: (x,y) = (-162.711,1513.06)
15944: (x,y) = (-140.77,1492.6)
15945: (x,y) = (-125.319,1518.31)
15946: (x,y) = (-152.934,1530.04)
15947: (x,y) = (-171.404,1553.68)
15948: (x,y) = (-177.642,1583.02)
15949: (x,y) = (-148.533,1590.28)
15950: (x,y) = (-154.257,1560.83)
15951: (x,y) = (-154.781,1530.83)
15952: (x,y) = (-142.578,1503.43)
15953: (x,y) = (-115.848,1517.05)
15954: (x,y) = (-88.2331,1505.32)
15955: (x,y) = (-68.9494,1482.34)
15956: (x,y) = (-57.2275,1454.73)
15957: (x,y) = (-76.9093,1432.09)
15958: (x,y) = (-105.1,1442.35)
15959: (x,y) = (-134.549,1436.62)
15960: (x,y) = (-112.255,1456.7)
15961: (x,y) = (-109.119,1426.86)
15962: (x,y) = (-137.309,1437.12)
15963: (x,y) = (-109.494,1448.36)
15964: (x,y) = (-99.2333,1420.17)
15965: (x,y) = (-69.4569,1423.83)
15966: (x,y) = (-98.6881,1430.57)
15967: (x,y) = (-125.418,1416.95)
15968: (x,y) = (-146.998,1437.79)
15969: (x,y) = (-151.691,1467.43)
15970: (x,y) = (-128.71,1448.14)
15971: (x,y) = (-98.7284,1447.09)
15972: (x,y) = (-125.918,1434.42)
15973: (x,y) = (-148.212,1414.34)
15974: (x,y) = (-166.266,1438.3)
15975: (x,y) = (-141.395,1455.08)
15976: (x,y) = (-135.671,1425.63)
15977: (x,y) = (-163.077,1437.83)
15978: (x,y) = (-191.767,1446.6)
15979: (x,y) = (-164.151,1458.32)
15980: (x,y) = (-141.857,1478.4)
15981: (x,y) = (-129.655,1450.99)
15982: (x,y) = (-118.417,1423.18)
15983: (x,y) = (-144.905,1409.09)
15984: (x,y) = (-121.591,1390.21)
15985: (x,y) = (-145.231,1408.68)
15986: (x,y) = (-173.047,1419.92)
15987: (x,y) = (-190.68,1444.19)
15988: (x,y) = (-161.231,1449.91)
15989: (x,y) = (-138.937,1429.84)
15990: (x,y) = (-168.568,1425.15)
15991: (x,y) = (-160.803,1396.17)
15992: (x,y) = (-178.437,1371.9)
15993: (x,y) = (-148.988,1366.17)
15994: (x,y) = (-130.933,1342.22)
15995: (x,y) = (-106.663,1359.85)
15996: (x,y) = (-76.704,1358.28)
15997: (x,y) = (-47.5952,1351.02)
15998: (x,y) = (-60.2737,1378.21)
15999: (x,y) = (-30.3879,1380.83)
16000: (x,y) = (-27.7732,1410.71)
16001: (x,y) = (-9.71874,1386.75)
16002: (x,y) = (20.2401,1388.32)
16003: (x,y) = (-8.449,1397.09)
16004: (x,y) = (-37.8978,1402.82)
16005: (x,y) = (-7.91609,1403.86)
16006: (x,y) = (-36.6052,1395.09)
16007: (x,y) = (-36.6052,1425.09)
16008: (x,y) = (-10.6245,1440.09)
16009: (x,y) = (19.3755,1440.09)
16010: (x,y) = (48.4844,1432.84)
16011: (x,y) = (57.7549,1461.37)
16012: (x,y) = (69.957,1433.96)
16013: (x,y) = (74.1322,1404.25)
16014: (x,y) = (79.3417,1374.71)
16015: (x,y) = (61.2872,1398.67)
16016: (x,y) = (72.5254,1370.85)
16017: (x,y) = (78.7628,1400.2)
16018: (x,y) = (69.9916,1371.51)
16019: (x,y) = (86.3308,1346.35)
16020: (x,y) = (85.2838,1316.37)
16021: (x,y) = (88.9399,1346.14)
16022: (x,y) = (68.8659,1323.85)
16023: (x,y) = (97.9748,1331.11)
16024: (x,y) = (114.751,1306.23)
16025: (x,y) = (135.211,1328.18)
16026: (x,y) = (154.09,1351.49)
16027: (x,y) = (124.314,1355.15)
16028: (x,y) = (121.699,1325.26)
16029: (x,y) = (145.339,1343.73)
16030: (x,y) = (164.623,1366.71)
16031: (x,y) = (194.254,1362.02)
16032: (x,y) = (223.363,1354.76)
16033: (x,y) = (231.127,1325.78)
16034: (x,y) = (204.163,1338.93)
16035: (x,y) = (230.894,1352.55)
16036: (x,y) = (239.665,1323.86)
16037: (x,y) = (217.724,1303.4)
16038: (x,y) = (203.64,1329.89)
16039: (x,y) = (225.581,1309.43)
16040: (x,y) = (204,1288.59)
16041: (x,y) = (196.743,1317.7)
16042: (x,y) = (192.05,1288.07)
16043: (x,y) = (218.03,1303.07)
16044: (x,y) = (209.761,1274.23)
16045: (x,y) = (179.766,1273.71)
16046: (x,y) = (205.747,1288.71)
16047: (x,y) = (175.97,1285.05)
16048: (x,y) = (156.288,1307.7)
16049: (x,y) = (129.099,1320.37)
16050: (x,y) = (159.081,1321.42)
16051: (x,y) = (182.395,1340.3)
16052: (x,y) = (172.135,1368.49)
16053: (x,y) = (165.386,1397.72)
16054: (x,y) = (183.02,1421.99)
16055: (x,y) = (200.227,1446.57)
16056: (x,y) = (228.043,1457.81)
16057: (x,y) = (255.658,1446.08)
16058: (x,y) = (250.448,1475.63)
16059: (x,y) = (259.719,1447.1)
16060: (x,y) = (247.997,1419.48)
16061: (x,y) = (221.758,1434.03)
16062: (x,y) = (226.451,1404.39)
16063: (x,y) = (208.397,1380.44)
16064: (x,y) = (215.654,1409.54)
16065: (x,y) = (232.862,1384.97)
16066: (x,y) = (212.402,1406.91)
16067: (x,y) = (195.626,1382.04)
16068: (x,y) = (218.607,1401.32)
16069: (x,y) = (208.84,1372.96)
16070: (x,y) = (221.519,1400.15)
16071: (x,y) = (218.383,1370.31)
16072: (x,y) = (197.923,1348.37)
16073: (x,y) = (223.083,1332.03)
16074: (x,y) = (193.852,1338.78)
16075: (x,y) = (223.628,1335.12)
16076: (x,y) = (198.187,1351.02)
16077: (x,y) = (208.938,1379.03)
16078: (x,y) = (178.938,1379.03)
16079: (x,y) = (152.45,1393.11)
16080: (x,y) = (130.869,1372.27)
16081: (x,y) = (148.077,1396.85)
16082: (x,y) = (118.628,1391.12)
16083: (x,y) = (145.817,1378.44)
16084: (x,y) = (118.002,1389.68)
16085: (x,y) = (105.323,1362.49)
16086: (x,y) = (131.304,1377.49)
16087: (x,y) = (101.304,1377.49)
16088: (x,y) = (99.2112,1407.42)
16089: (x,y) = (129.193,1408.47)
16090: (x,y) = (157.384,1398.21)
16091: (x,y) = (185.915,1388.94)
16092: (x,y) = (159.185,1402.56)
16093: (x,y) = (139.503,1425.2)
16094: (x,y) = (141.073,1455.16)
16095: (x,y) = (134.836,1484.5)
16096: (x,y) = (142.094,1513.61)
16097: (x,y) = (119.112,1494.33)
16098: (x,y) = (146.928,1483.09)
16099: (x,y) = (133.308,1509.82)
16100: (x,y) = (161.997,1501.05)
16101: (x,y) = (164.612,1471.16)
16102: (x,y) = (155.841,1442.47)
16103: (x,y) = (129.86,1427.47)
16104: (x,y) = (115.776,1400.98)
16105: (x,y) = (127.014,1373.17)
16106: (x,y) = (99.6078,1360.97)
16107: (x,y) = (95.9518,1331.19)
16108: (x,y) = (77.8973,1307.23)
16109: (x,y) = (70.6397,1278.12)
16110: (x,y) = (87.8469,1302.7)
16111: (x,y) = (83.6718,1332.4)
16112: (x,y) = (103.354,1309.76)
16113: (x,y) = (91.1514,1282.36)
16114: (x,y) = (99.9226,1311.05)
16115: (x,y) = (128.288,1301.28)
16116: (x,y) = (158.215,1303.37)
16117: (x,y) = (185.404,1290.69)
16118: (x,y) = (210.275,1307.47)
16119: (x,y) = (236.256,1292.47)
16120: (x,y) = (210.018,1277.92)
16121: (x,y) = (239.126,1285.18)
16122: (x,y) = (259.2,1262.89)
16123: (x,y) = (289.159,1264.46)
16124: (x,y) = (264.288,1281.23)
16125: (x,y) = (265.335,1251.25)
16126: (x,y) = (292.95,1239.53)
16127: (x,y) = (290.858,1269.46)
16128: (x,y) = (320.784,1271.55)
16129: (x,y) = (291.008,1267.89)
16130: (x,y) = (294.664,1297.67)
16131: (x,y) = (324.009,1291.43)
16132: (x,y) = (317.771,1320.78)
16133: (x,y) = (291.533,1306.23)
16134: (x,y) = (301.793,1334.42)
16135: (x,y) = (330.771,1326.66)
16136: (x,y) = (360.002,1333.41)
16137: (x,y) = (335.131,1350.18)
16138: (x,y) = (320.131,1376.16)
16139: (x,y) = (308.409,1348.55)
16140: (x,y) = (330.35,1369.01)
16141: (x,y) = (300.464,1371.62)
16142: (x,y) = (276.505,1353.57)
16143: (x,y) = (255.665,1331.99)
16144: (x,y) = (267.387,1304.37)
16145: (x,y) = (277.648,1276.18)
16146: (x,y) = (282.857,1305.73)
16147: (x,y) = (253.408,1311.45)
16148: (x,y) = (231.468,1331.91)
16149: (x,y) = (260.576,1324.65)
16150: (x,y) = (237.595,1343.94)
16151: (x,y) = (266.704,1336.68)
16152: (x,y) = (296.704,1336.68)
16153: (x,y) = (320.975,1319.05)
16154: (x,y) = (298.333,1299.36)
16155: (x,y) = (326.865,1308.63)
16156: (x,y) = (310.089,1283.76)
16157: (x,y) = (281.557,1274.49)
16158: (x,y) = (310.535,1266.73)
16159: (x,y) = (295.991,1240.49)
16160: (x,y) = (289.242,1211.26)
16161: (x,y) = (304.242,1185.28)
16162: (x,y) = (298.518,1214.73)
16163: (x,y) = (328.518,1214.73)
16164: (x,y) = (356.526,1225.48)
16165: (x,y) = (326.895,1230.17)
16166: (x,y) = (302.936,1212.12)
16167: (x,y) = (327.51,1229.32)
16168: (x,y) = (349.805,1209.25)
16169: (x,y) = (377.42,1197.53)
16170: (x,y) = (350.456,1210.68)
16171: (x,y) = (332.402,1186.72)
16172: (x,y) = (359.808,1198.92)
16173: (x,y) = (389.257,1204.65)
16174: (x,y) = (415.495,1190.1)
16175: (x,y) = (437.436,1169.64)
16176: (x,y) = (407.66,1173.3)
16177: (x,y) = (414.408,1144.07)
16178: (x,y) = (396.354,1168.03)
16179: (x,y) = (366.372,1166.98)
16180: (x,y) = (365.848,1136.98)
16181: (x,y) = (364.278,1107.02)
16182: (x,y) = (387.26,1126.31)
16183: (x,y) = (363.619,1144.78)
16184: (x,y) = (356.871,1174.01)
16185: (x,y) = (336.031,1195.59)
16186: (x,y) = (307.84,1205.85)
16187: (x,y) = (336.031,1195.59)
16188: (x,y) = (362.519,1181.51)
16189: (x,y) = (391.209,1190.28)
16190: (x,y) = (389.639,1220.24)
16191: (x,y) = (383.401,1249.58)
16192: (x,y) = (405.696,1229.51)
16193: (x,y) = (376.587,1222.25)
16194: (x,y) = (370.349,1251.59)
16195: (x,y) = (344.634,1236.14)
16196: (x,y) = (328.295,1210.98)
16197: (x,y) = (298.846,1205.26)
16198: (x,y) = (286.644,1177.85)
16199: (x,y) = (298.366,1205.47)
16200: (x,y) = (321.347,1224.75)
16201: (x,y) = (322.394,1194.77)
16202: (x,y) = (337.394,1168.79)
16203: (x,y) = (350.546,1195.75)
16204: (x,y) = (323.356,1208.43)
16205: (x,y) = (299.086,1226.06)
16206: (x,y) = (290.315,1197.37)
16207: (x,y) = (262.124,1187.11)
16208: (x,y) = (273.846,1214.73)
16209: (x,y) = (302.037,1224.99)
16210: (x,y) = (329.852,1236.23)
16211: (x,y) = (357.467,1224.51)
16212: (x,y) = (329.46,1235.26)
16213: (x,y) = (342.138,1208.07)
16214: (x,y) = (327.594,1234.31)
16215: (x,y) = (323.938,1204.53)
16216: (x,y) = (334.689,1232.54)
16217: (x,y) = (308.451,1247.08)
16218: (x,y) = (295.772,1274.27)
16219: (x,y) = (297.342,1244.31)
16220: (x,y) = (267.893,1250.04)
16221: (x,y) = (241.405,1235.95)
16222: (x,y) = (270.383,1243.72)
16223: (x,y) = (300.378,1243.19)
16224: (x,y) = (302.471,1213.27)
16225: (x,y) = (331.92,1207.54)
16226: (x,y) = (305.939,1192.54)
16227: (x,y) = (279.7,1207.09)
16228: (x,y) = (249.7,1207.09)
16229: (x,y) = (275.415,1191.63)
16230: (x,y) = (274.892,1221.63)
16231: (x,y) = (251.91,1202.35)
16232: (x,y) = (237.366,1176.11)
16233: (x,y) = (263.081,1191.56)
16234: (x,y) = (235.675,1203.76)
16235: (x,y) = (235.151,1173.77)
16236: (x,y) = (255.611,1195.71)
16237: (x,y) = (274.895,1218.69)
16238: (x,y) = (265.128,1247.05)
16239: (x,y) = (252.449,1274.24)
16240: (x,y) = (268.347,1248.8)
16241: (x,y) = (248.273,1271.09)
16242: (x,y) = (272.543,1253.46)
16243: (x,y) = (266.306,1282.81)
16244: (x,y) = (278.028,1310.42)
16245: (x,y) = (299.241,1289.21)
16246: (x,y) = (282.902,1264.05)
16247: (x,y) = (312.61,1268.22)
16248: (x,y) = (304.341,1297.06)
16249: (x,y) = (282.761,1276.22)
16250: (x,y) = (288.485,1246.77)
16251: (x,y) = (263.325,1263.11)
16252: (x,y) = (280.1,1238.24)
16253: (x,y) = (293.72,1211.51)
16254: (x,y) = (322.252,1220.78)
16255: (x,y) = (298.612,1202.31)
16256: (x,y) = (306.881,1173.47)
16257: (x,y) = (301.156,1202.92)
16258: (x,y) = (286.612,1176.68)
16259: (x,y) = (314.62,1165.93)
16260: (x,y) = (324.88,1194.12)
16261: (x,y) = (351.369,1180.04)
16262: (x,y) = (323.003,1170.27)
16263: (x,y) = (293.044,1168.7)
16264: (x,y) = (276.268,1143.83)
16265: (x,y) = (306.195,1141.74)
16266: (x,y) = (305.148,1171.72)
16267: (x,y) = (311.897,1142.49)
16268: (x,y) = (316.072,1112.78)
16269: (x,y) = (324.341,1141.62)
16270: (x,y) = (324.341,1111.62)
16271: (x,y) = (301.36,1092.33)
16272: (x,y) = (274.396,1079.18)
16273: (x,y) = (266.127,1108.02)
16274: (x,y) = (237.018,1100.76)
16275: (x,y) = (212.443,1117.97)
16276: (x,y) = (226.988,1144.21)
16277: (x,y) = (236.755,1172.57)
16278: (x,y) = (210.025,1186.19)
16279: (x,y) = (233.006,1205.48)
16280: (x,y) = (245.684,1178.29)
16281: (x,y) = (263.318,1154.02)
16282: (x,y) = (278.769,1179.73)
16283: (x,y) = (263.318,1154.02)
16284: (x,y) = (249.698,1127.29)
16285: (x,y) = (255.936,1156.63)
16286: (x,y) = (281.651,1141.18)
16287: (x,y) = (252.106,1146.39)
16288: (x,y) = (222.111,1146.91)
16289: (x,y) = (225.767,1176.69)
16290: (x,y) = (200.052,1192.14)
16291: (x,y) = (184.601,1217.86)
16292: (x,y) = (201.808,1242.43)
16293: (x,y) = (178.827,1223.15)
16294: (x,y) = (195.603,1198.28)
16295: (x,y) = (166.914,1207.05)
16296: (x,y) = (167.961,1237.03)
16297: (x,y) = (167.437,1207.03)
16298: (x,y) = (169.007,1236.99)
16299: (x,y) = (198.843,1240.13)
16300: (x,y) = (227.532,1231.36)
16301: (x,y) = (207.85,1208.72)
16302: (x,y) = (187.39,1186.78)
16303: (x,y) = (201.934,1213.01)
16304: (x,y) = (175.446,1198.93)
16305: (x,y) = (189.99,1225.17)
16306: (x,y) = (196.228,1254.51)
16307: (x,y) = (195.704,1224.52)
16308: (x,y) = (225.59,1227.13)
16309: (x,y) = (218.841,1256.36)
16310: (x,y) = (188.846,1255.84)
16311: (x,y) = (159.138,1260.02)
16312: (x,y) = (178.82,1282.66)
16313: (x,y) = (164.275,1256.42)
16314: (x,y) = (171.533,1227.31)
16315: (x,y) = (183.255,1199.69)
16316: (x,y) = (153.806,1193.97)
16317: (x,y) = (136.599,1218.54)
16318: (x,y) = (163.788,1205.87)
16319: (x,y) = (149.704,1179.38)
16320: (x,y) = (123.215,1165.29)
16321: (x,y) = (153.142,1163.2)
16322: (x,y) = (183.101,1164.77)
16323: (x,y) = (179.965,1134.94)
16324: (x,y) = (181.012,1164.92)
16325: (x,y) = (151.017,1165.44)
16326: (x,y) = (165.561,1139.2)
16327: (x,y) = (135.602,1140.77)
16328: (x,y) = (158.584,1121.49)
16329: (x,y) = (152.346,1092.14)
16330: (x,y) = (169.554,1116.72)
16331: (x,y) = (139.668,1119.33)
16332: (x,y) = (121.198,1142.97)
16333: (x,y) = (127.435,1113.63)
16334: (x,y) = (110.66,1088.76)
16335: (x,y) = (138.066,1076.56)
16336: (x,y) = (113.795,1058.92)
16337: (x,y) = (83.9597,1055.79)
16338: (x,y) = (70.34,1082.52)
16339: (x,y) = (68.77,1112.48)
16340: (x,y) = (78.537,1084.11)
16341: (x,y) = (48.9063,1088.8)
16342: (x,y) = (46.2917,1058.92)
16343: (x,y) = (20.5767,1043.47)
16344: (x,y) = (39.0465,1067.11)
16345: (x,y) = (53.5908,1093.34)
16346: (x,y) = (82.4286,1101.61)
16347: (x,y) = (69.7501,1128.8)
