Target Distance: 100, Step Size: 1
37959: (x,y) = (4299.96,10655)
37960: (x,y) = (4424.93,10495.1)
37961: (x,y) = (4582.7,10367.3)
37962: (x,y) = (4472.13,10197.1)
37963: (x,y) = (4644.29,10089.5)
37964: (x,y) = (4774.77,9933.98)
37965: (x,y) = (4873.19,10111.5)
37966: (x,y) = (4932.54,9917.4)
37967: (x,y) = (5005.29,9727.89)
37968: (x,y) = (4880.31,9567.92)
37969: (x,y) = (4775.76,9741.92)
37970: (x,y) = (4601.75,9637.37)
37971: (x,y) = (4734.93,9790.58)
37972: (x,y) = (4937.93,9790.58)
37973: (x,y) = (5131,9853.31)
37974: (x,y) = (5197.09,10045.2)
37975: (x,y) = (5357.05,9920.27)
37976: (x,y) = (5166.3,9989.7)
37977: (x,y) = (5058.72,9817.55)
37978: (x,y) = (4989.29,10008.3)
37979: (x,y) = (5176.15,9928.99)
37980: (x,y) = (5127.04,9732.02)
37981: (x,y) = (5329.77,9721.39)
37982: (x,y) = (5531.99,9703.7)
37983: (x,y) = (5521.37,9906.42)
37984: (x,y) = (5640.69,10070.7)
37985: (x,y) = (5437.97,10060)
37986: (x,y) = (5497.32,9865.9)
37987: (x,y) = (5648.18,10001.7)
37988: (x,y) = (5805.94,10129.5)
37989: (x,y) = (5607.37,10171.7)
37990: (x,y) = (5426.5,10079.5)
37991: (x,y) = (5268.74,9951.78)
37992: (x,y) = (5471.71,9955.32)
37993: (x,y) = (5620.17,9816.87)
37994: (x,y) = (5419.15,9788.62)
37995: (x,y) = (5216.64,9774.46)
37996: (x,y) = (5409.71,9837.19)
37997: (x,y) = (5607.51,9791.53)
37998: (x,y) = (5521.71,9975.51)
37999: (x,y) = (5414.14,10147.7)
38000: (x,y) = (5351.41,10340.7)
38001: (x,y) = (5158.35,10278)
38002: (x,y) = (5304.37,10419)
38003: (x,y) = (5241.64,10612.1)
38004: (x,y) = (5248.73,10815)
38005: (x,y) = (5446.52,10769.3)
38006: (x,y) = (5557.08,10599)
38007: (x,y) = (5481.04,10410.8)
38008: (x,y) = (5337.5,10267.3)
38009: (x,y) = (5459.66,10429.4)
38010: (x,y) = (5316.12,10285.9)
38011: (x,y) = (5208.55,10458)
38012: (x,y) = (5336.3,10615.8)
38013: (x,y) = (5329.22,10818.6)
38014: (x,y) = (5339.84,11021.4)
38015: (x,y) = (5287.3,11217.5)
38016: (x,y) = (5308.52,11015.6)
38017: (x,y) = (5505.49,11064.7)
38018: (x,y) = (5697.43,11130.8)
38019: (x,y) = (5495.94,11106)
38020: (x,y) = (5615.26,11270.3)
38021: (x,y) = (5476.82,11121.8)
38022: (x,y) = (5615.26,11270.3)
38023: (x,y) = (5728.78,11438.5)
38024: (x,y) = (5842.3,11606.8)
38025: (x,y) = (5782.94,11801)
38026: (x,y) = (5681.44,11625.2)
38027: (x,y) = (5800.76,11460.9)
38028: (x,y) = (5969.06,11347.4)
38029: (x,y) = (5830.61,11199)
38030: (x,y) = (5906.66,11387.2)
38031: (x,y) = (6025.98,11222.9)
38032: (x,y) = (6111.77,11406.9)
38033: (x,y) = (6306.91,11351)
38034: (x,y) = (6362.86,11155.8)
38035: (x,y) = (6181.99,11248)
38036: (x,y) = (5995.12,11168.7)
38037: (x,y) = (5861.94,11015.5)
38038: (x,y) = (6015.15,11148.7)
38039: (x,y) = (6087.9,11338.2)
38040: (x,y) = (6133.56,11140.4)
38041: (x,y) = (5980.36,11273.6)
38042: (x,y) = (6072.52,11454.4)
38043: (x,y) = (5890.06,11365.4)
38044: (x,y) = (5762.31,11207.7)
38045: (x,y) = (5586.51,11309.2)
38046: (x,y) = (5383.79,11298.6)
38047: (x,y) = (5575.73,11364.6)
38048: (x,y) = (5739.96,11484)
38049: (x,y) = (5551.74,11407.9)
38050: (x,y) = (5370.86,11315.8)
38051: (x,y) = (5370.86,11518.8)
38052: (x,y) = (5475.42,11344.8)
38053: (x,y) = (5356.1,11509)
38054: (x,y) = (5187.8,11622.5)
38055: (x,y) = (5390.52,11611.9)
38056: (x,y) = (5268.35,11449.8)
38057: (x,y) = (5226.15,11251.2)
38058: (x,y) = (5336.71,11080.9)
38059: (x,y) = (5402.8,11272.9)
38060: (x,y) = (5286.36,11439.2)
38061: (x,y) = (5197.38,11256.7)
38062: (x,y) = (5391.51,11316.1)
38063: (x,y) = (5486.81,11495.3)
38064: (x,y) = (5451.56,11695.2)
38065: (x,y) = (5562.12,11525)
38066: (x,y) = (5395.83,11408.5)
38067: (x,y) = (5509.35,11240.2)
38068: (x,y) = (5652.89,11383.8)
38069: (x,y) = (5525.14,11541.5)
38070: (x,y) = (5439.35,11357.6)
38071: (x,y) = (5248.59,11288.1)
38072: (x,y) = (5241.5,11085.3)
38073: (x,y) = (5366.48,10925.3)
38074: (x,y) = (5507.5,11071.3)
38075: (x,y) = (5354.29,11204.5)
38076: (x,y) = (5530.1,11103)
38077: (x,y) = (5396.92,10949.8)
38078: (x,y) = (5207.4,11022.5)
38079: (x,y) = (5409.29,11043.8)
38080: (x,y) = (5519.85,10873.5)
38081: (x,y) = (5721.74,10894.7)
38082: (x,y) = (5700.52,11096.6)
38083: (x,y) = (5614.73,10912.6)
38084: (x,y) = (5817.23,10926.8)
38085: (x,y) = (5731.44,11110.8)
38086: (x,y) = (5648.87,11296.2)
38087: (x,y) = (5582.78,11488.2)
38088: (x,y) = (5496.99,11304.2)
38089: (x,y) = (5566.42,11113.4)
38090: (x,y) = (5363.42,11113.4)
38091: (x,y) = (5271.26,10932.5)
38092: (x,y) = (5412.28,11078.6)
38093: (x,y) = (5218.15,11019.2)
38094: (x,y) = (5334.58,10852.9)
38095: (x,y) = (5166.29,10966.5)
38096: (x,y) = (5364.85,11008.7)
38097: (x,y) = (5172.91,11074.7)
38098: (x,y) = (5332.88,10949.8)
38099: (x,y) = (5443.44,11120)
38100: (x,y) = (5512.87,10929.3)
38101: (x,y) = (5332,10837.1)
38102: (x,y) = (5286.33,10639.3)
38103: (x,y) = (5093.27,10576.6)
38104: (x,y) = (5274.14,10668.7)
38105: (x,y) = (5384.7,10498.5)
38106: (x,y) = (5207.15,10400.1)
38107: (x,y) = (5409.88,10389.4)
38108: (x,y) = (5555.9,10530.5)
38109: (x,y) = (5756.93,10558.7)
38110: (x,y) = (5959.65,10569.3)
38111: (x,y) = (6158.21,10527.1)
38112: (x,y) = (6075.64,10341.7)
38113: (x,y) = (6254.88,10246.4)
38114: (x,y) = (6202.34,10442.5)
38115: (x,y) = (6132.91,10251.7)
38116: (x,y) = (6286.12,10118.5)
38117: (x,y) = (6128.36,9990.77)
38118: (x,y) = (6000.61,9833.01)
38119: (x,y) = (5815.16,9750.44)
38120: (x,y) = (5641.15,9854.99)
38121: (x,y) = (5768.9,10012.8)
38122: (x,y) = (5779.53,10215.5)
38123: (x,y) = (5583.44,10162.9)
38124: (x,y) = (5481.94,10338.7)
38125: (x,y) = (5464.25,10136.5)
38126: (x,y) = (5295.96,10023)
38127: (x,y) = (5157.51,10171.5)
38128: (x,y) = (5240.08,10356.9)
38129: (x,y) = (5375.91,10507.8)
38130: (x,y) = (5471.22,10687)
38131: (x,y) = (5335.38,10536.1)
38132: (x,y) = (5286.27,10339.2)
38133: (x,y) = (5441.78,10208.7)
38134: (x,y) = (5537.08,10029.5)
38135: (x,y) = (5582.75,9831.66)
38136: (x,y) = (5439.2,9975.2)
38137: (x,y) = (5631.14,10041.3)
38138: (x,y) = (5450.27,10133.5)
38139: (x,y) = (5575.25,10293.4)
38140: (x,y) = (5754.49,10388.7)
38141: (x,y) = (5933.73,10484)
38142: (x,y) = (5940.81,10281.1)
38143: (x,y) = (5772.52,10394.7)
38144: (x,y) = (5975.52,10394.7)
38145: (x,y) = (6169.65,10454)
38146: (x,y) = (6166.1,10251)
38147: (x,y) = (6319.31,10117.9)
38148: (x,y) = (6205.79,9949.57)
38149: (x,y) = (6050.29,10080.1)
38150: (x,y) = (6214.52,10199.4)
38151: (x,y) = (6172.31,10000.8)
38152: (x,y) = (6261.3,10183.3)
38153: (x,y) = (6463.53,10165.6)
38154: (x,y) = (6629.82,10049.1)
38155: (x,y) = (6427.31,10035)
38156: (x,y) = (6392.06,9835.06)
38157: (x,y) = (6519.81,9992.82)
38158: (x,y) = (6319.31,9961.07)
38159: (x,y) = (6126.25,9898.34)
38160: (x,y) = (6091,10098.3)
38161: (x,y) = (5977.48,10266.5)
38162: (x,y) = (6072.78,10087.3)
38163: (x,y) = (6275.29,10073.1)
38164: (x,y) = (6421.31,9932.13)
38165: (x,y) = (6358.58,10125.2)
38166: (x,y) = (6181.04,10223.6)
38167: (x,y) = (6343.16,10101.4)
38168: (x,y) = (6218.18,10261.4)
38169: (x,y) = (6331.69,10093.1)
38170: (x,y) = (6527.78,10145.7)
38171: (x,y) = (6342.33,10228.2)
38172: (x,y) = (6523.2,10136.1)
38173: (x,y) = (6582.55,9941.93)
38174: (x,y) = (6380.67,9963.15)
38175: (x,y) = (6196.69,9877.36)
38176: (x,y) = (6310.2,9709.07)
38177: (x,y) = (6334.94,9910.55)
38178: (x,y) = (6497.06,10032.7)
38179: (x,y) = (6619.23,10194.8)
38180: (x,y) = (6598.01,10396.7)
38181: (x,y) = (6657.36,10590.9)
38182: (x,y) = (6790.54,10437.7)
38183: (x,y) = (6962.7,10545.2)
38184: (x,y) = (7064.2,10369.4)
38185: (x,y) = (6892.04,10477)
38186: (x,y) = (6899.13,10679.9)
38187: (x,y) = (6709.61,10607.1)
38188: (x,y) = (6518.85,10537.7)
38189: (x,y) = (6547.11,10336.7)
38190: (x,y) = (6704.87,10464.4)
38191: (x,y) = (6806.37,10288.6)
38192: (x,y) = (6820.53,10086.1)
38193: (x,y) = (6644.73,9984.62)
38194: (x,y) = (6733.71,9802.16)
38195: (x,y) = (6603.23,9646.66)
38196: (x,y) = (6754.09,9510.82)
38197: (x,y) = (6907.29,9377.64)
38198: (x,y) = (6709.5,9331.98)
38199: (x,y) = (6723.66,9534.48)
38200: (x,y) = (6577.63,9675.5)
38201: (x,y) = (6400.08,9577.08)
38202: (x,y) = (6317.52,9762.53)
38203: (x,y) = (6251.42,9954.47)
38204: (x,y) = (6452.45,9982.72)
38205: (x,y) = (6518.54,9790.78)
38206: (x,y) = (6316.65,9769.56)
38207: (x,y) = (6455.1,9621.1)
38208: (x,y) = (6366.11,9438.64)
38209: (x,y) = (6217.64,9300.2)
38210: (x,y) = (6110.07,9128.04)
38211: (x,y) = (5937.92,9020.47)
38212: (x,y) = (5739.35,9062.68)
38213: (x,y) = (5837.77,9240.23)
38214: (x,y) = (5748.78,9057.77)
38215: (x,y) = (5682.69,9249.71)
38216: (x,y) = (5505.14,9151.29)
38217: (x,y) = (5686.02,9059.13)
38218: (x,y) = (5816.5,8903.63)
38219: (x,y) = (5949.68,9056.83)
38220: (x,y) = (5839.12,9227.08)
38221: (x,y) = (5685.91,9093.9)
38222: (x,y) = (5885.18,9055.17)
38223: (x,y) = (6047.31,9177.34)
38224: (x,y) = (6113.4,9369.28)
38225: (x,y) = (5926.53,9448.6)
38226: (x,y) = (5915.91,9245.87)
38227: (x,y) = (6091.71,9347.37)
38228: (x,y) = (6290.98,9308.64)
38229: (x,y) = (6470.22,9213.34)
38230: (x,y) = (6381.23,9395.79)
38231: (x,y) = (6264.8,9562.08)
38232: (x,y) = (6061.83,9558.54)
38233: (x,y) = (5934.08,9400.78)
38234: (x,y) = (5878.12,9595.91)
38235: (x,y) = (5973.42,9775.15)
38236: (x,y) = (6145.58,9882.72)
38237: (x,y) = (6221.62,9694.51)
38238: (x,y) = (6142.3,9507.64)
38239: (x,y) = (6163.52,9305.76)
38240: (x,y) = (5978.07,9388.32)
38241: (x,y) = (5861.64,9554.61)
38242: (x,y) = (5733.89,9712.37)
38243: (x,y) = (5538.75,9656.42)
38244: (x,y) = (5336.86,9635.2)
38245: (x,y) = (5534.66,9680.86)
38246: (x,y) = (5651.09,9514.58)
38247: (x,y) = (5640.47,9311.85)
38248: (x,y) = (5480.5,9186.87)
38249: (x,y) = (5358.34,9349)
38250: (x,y) = (5506.8,9210.55)
38251: (x,y) = (5698.74,9144.46)
38252: (x,y) = (5898.01,9105.73)
38253: (x,y) = (5695.14,9112.81)
38254: (x,y) = (5888.2,9175.54)
38255: (x,y) = (5964.24,8987.32)
38256: (x,y) = (5785.01,8892.02)
38257: (x,y) = (5598.14,8971.34)
38258: (x,y) = (5401.17,8922.23)
38259: (x,y) = (5207.04,8862.88)
38260: (x,y) = (5076.56,9018.39)
38261: (x,y) = (4873.84,9007.76)
38262: (x,y) = (5033.8,8882.78)
38263: (x,y) = (4831.08,8872.16)
38264: (x,y) = (4887.04,8677.02)
38265: (x,y) = (4963.08,8865.24)
38266: (x,y) = (4877.29,8681.26)
38267: (x,y) = (5028.15,8545.43)
38268: (x,y) = (4903.17,8385.46)
38269: (x,y) = (4767.33,8536.32)
38270: (x,y) = (4711.38,8731.45)
38271: (x,y) = (4676.13,8531.54)
38272: (x,y) = (4548.38,8689.3)
38273: (x,y) = (4431.94,8523.01)
38274: (x,y) = (4407.2,8724.5)
38275: (x,y) = (4205.71,8699.76)
38276: (x,y) = (4101.16,8873.76)
38277: (x,y) = (4252.02,9009.6)
38278: (x,y) = (4234.33,9211.82)
38279: (x,y) = (4060.32,9107.27)
38280: (x,y) = (4211.18,9243.1)
38281: (x,y) = (4260.29,9046.13)
38282: (x,y) = (4062.49,9000.47)
38283: (x,y) = (4037.75,8798.98)
38284: (x,y) = (3995.55,8997.55)
38285: (x,y) = (4020.29,9199.03)
38286: (x,y) = (3824.21,9146.49)
38287: (x,y) = (3954.69,8990.99)
38288: (x,y) = (3856.27,8813.44)
38289: (x,y) = (4032.08,8914.94)
38290: (x,y) = (3861.83,9025.5)
38291: (x,y) = (3769.67,8844.63)
38292: (x,y) = (3599.42,8734.06)
38293: (x,y) = (3533.33,8926)
38294: (x,y) = (3615.89,9111.45)
38295: (x,y) = (3815.17,9150.19)
38296: (x,y) = (3948.35,9303.39)
38297: (x,y) = (3745.84,9289.23)
38298: (x,y) = (3919.84,9184.68)
38299: (x,y) = (3962.05,8986.12)
38300: (x,y) = (3761.03,8957.87)
38301: (x,y) = (3813.57,9153.95)
38302: (x,y) = (3610.69,9146.86)
38303: (x,y) = (3410.77,9111.61)
38304: (x,y) = (3208.05,9100.99)
38305: (x,y) = (3030.5,9199.41)
38306: (x,y) = (3224.63,9258.76)
38307: (x,y) = (3338.15,9090.46)
38308: (x,y) = (3420.72,9275.91)
38309: (x,y) = (3344.67,9464.13)
38310: (x,y) = (3160.69,9549.92)
38311: (x,y) = (3097.96,9742.99)
38312: (x,y) = (3262.19,9862.31)
38313: (x,y) = (3106.69,9731.82)
38314: (x,y) = (3305.96,9770.55)
38315: (x,y) = (3505.23,9809.29)
38316: (x,y) = (3618.74,9640.99)
38317: (x,y) = (3660.95,9839.56)
38318: (x,y) = (3818.71,9711.81)
38319: (x,y) = (3929.27,9882.06)
38320: (x,y) = (3866.54,10075.1)
38321: (x,y) = (3800.45,10267.1)
38322: (x,y) = (3901.95,10091.3)
38323: (x,y) = (3704.15,10045.6)
38324: (x,y) = (3704.15,10248.6)
38325: (x,y) = (3596.58,10076.4)
38326: (x,y) = (3411.13,9993.87)
38327: (x,y) = (3609.69,10036.1)
38328: (x,y) = (3692.26,9850.63)
38329: (x,y) = (3835.8,9994.17)
38330: (x,y) = (3638.83,10043.3)
38331: (x,y) = (3841.06,10025.6)
38332: (x,y) = (3736.51,10199.6)
38333: (x,y) = (3935.07,10157.4)
38334: (x,y) = (3732.85,10139.7)
38335: (x,y) = (3846.36,9971.4)
38336: (x,y) = (4044.93,10013.6)
38337: (x,y) = (3856.71,9937.56)
38338: (x,y) = (3755.21,10113.4)
38339: (x,y) = (3797.41,10311.9)
38340: (x,y) = (3595.93,10287.2)
38341: (x,y) = (3425.68,10397.8)
38342: (x,y) = (3223.79,10376.5)
38343: (x,y) = (3206.1,10578.8)
38344: (x,y) = (3104.6,10403)
38345: (x,y) = (2910.47,10343.6)
38346: (x,y) = (2854.51,10538.7)
38347: (x,y) = (2652.01,10524.6)
38348: (x,y) = (2669.7,10322.4)
38349: (x,y) = (2745.74,10510.6)
38350: (x,y) = (2666.42,10697.4)
38351: (x,y) = (2617.31,10500.5)
38352: (x,y) = (2750.49,10653.7)
38353: (x,y) = (2872.66,10815.8)
38354: (x,y) = (3030.42,10688)
38355: (x,y) = (3229.69,10726.8)
38356: (x,y) = (3035.56,10786.1)
38357: (x,y) = (3195.53,10911.1)
38358: (x,y) = (3382.39,10990.4)
38359: (x,y) = (3558.2,10888.9)
38360: (x,y) = (3582.94,11090.4)
38361: (x,y) = (3382.43,11058.7)
38362: (x,y) = (3548.72,10942.2)
38363: (x,y) = (3597.83,11139.2)
38364: (x,y) = (3728.32,11294.7)
38365: (x,y) = (3552.52,11396.2)
38366: (x,y) = (3489.79,11203.1)
38367: (x,y) = (3585.09,11382.4)
38368: (x,y) = (3786.11,11354.1)
38369: (x,y) = (3984.68,11396.3)
38370: (x,y) = (4183.24,11438.5)
38371: (x,y) = (3980.27,11442.1)
38372: (x,y) = (4152.42,11549.6)
38373: (x,y) = (3959.36,11486.9)
38374: (x,y) = (3977.05,11284.7)
38375: (x,y) = (3984.14,11081.8)
38376: (x,y) = (3973.51,10879.1)
38377: (x,y) = (3914.16,10685)
38378: (x,y) = (4086.32,10577.4)
38379: (x,y) = (4205.64,10741.6)
38380: (x,y) = (4363.4,10613.9)
38381: (x,y) = (4395.15,10814.4)
38382: (x,y) = (4192.28,10807.3)
38383: (x,y) = (4096.97,10628)
38384: (x,y) = (4298.86,10649.3)
38385: (x,y) = (4134.63,10768.6)
38386: (x,y) = (4078.68,10573.4)
38387: (x,y) = (3879.41,10612.2)
38388: (x,y) = (3998.73,10776.4)
38389: (x,y) = (3824.72,10881)
38390: (x,y) = (3671.52,11014.1)
38391: (x,y) = (3872.02,11045.9)
38392: (x,y) = (3698.01,10941.3)
38393: (x,y) = (3648.9,11138.3)
38394: (x,y) = (3663.06,11340.8)
38395: (x,y) = (3524.62,11489.3)
38396: (x,y) = (3405.3,11653.5)
38397: (x,y) = (3593.51,11577.5)
38398: (x,y) = (3397.43,11524.9)
38399: (x,y) = (3299.02,11702.5)
38400: (x,y) = (3150.55,11564)
38401: (x,y) = (2969.68,11471.9)
38402: (x,y) = (2769.76,11507.1)
38403: (x,y) = (2717.22,11311)
38404: (x,y) = (2741.96,11109.6)
38405: (x,y) = (2890.42,10971.1)
38406: (x,y) = (2692.63,11016.8)
38407: (x,y) = (2806.14,11185.1)
38408: (x,y) = (2632.14,11080.5)
38409: (x,y) = (2833.63,11105.3)
38410: (x,y) = (2764.2,11296)
38411: (x,y) = (2910.22,11437)
38412: (x,y) = (2917.31,11639.9)
38413: (x,y) = (2996.62,11453)
38414: (x,y) = (3055.98,11258.9)
38415: (x,y) = (3041.81,11461.4)
38416: (x,y) = (3169.57,11303.7)
38417: (x,y) = (3291.74,11465.8)
38418: (x,y) = (3148.19,11609.3)
38419: (x,y) = (3031.76,11443)
38420: (x,y) = (2843.54,11367)
38421: (x,y) = (2861.23,11164.8)
38422: (x,y) = (2772.24,10982.3)
38423: (x,y) = (2824.78,10786.2)
38424: (x,y) = (2758.69,10594.3)
38425: (x,y) = (2934.49,10492.8)
38426: (x,y) = (3042.07,10664.9)
38427: (x,y) = (2972.64,10474.2)
38428: (x,y) = (2769.67,10470.6)
38429: (x,y) = (2653.23,10636.9)
38430: (x,y) = (2853.73,10668.7)
38431: (x,y) = (2999.76,10809.7)
38432: (x,y) = (2814.31,10727.1)
38433: (x,y) = (2942.06,10884.9)
38434: (x,y) = (2741.56,10916.6)
38435: (x,y) = (2637.01,11090.7)
38436: (x,y) = (2538.59,10913.1)
38437: (x,y) = (2362.79,10811.6)
38438: (x,y) = (2160.07,10822.2)
38439: (x,y) = (2324.3,10702.9)
38440: (x,y) = (2162.17,10580.7)
38441: (x,y) = (1971.42,10650.2)
38442: (x,y) = (1869.92,10474.4)
38443: (x,y) = (1986.35,10308.1)
38444: (x,y) = (1975.73,10510.8)
38445: (x,y) = (2133.49,10638.6)
38446: (x,y) = (2291.25,10766.3)
38447: (x,y) = (2305.41,10563.8)
38448: (x,y) = (2298.33,10766.7)
38449: (x,y) = (2096.44,10787.9)
38450: (x,y) = (1922.43,10892.4)
38451: (x,y) = (1724.64,10938.1)
38452: (x,y) = (1882.4,10810.4)
38453: (x,y) = (2052.65,10920.9)
38454: (x,y) = (2045.56,11123.8)
38455: (x,y) = (2063.26,11326)
38456: (x,y) = (1949.74,11157.7)
38457: (x,y) = (2136.6,11237)
38458: (x,y) = (2320.58,11151.3)
38459: (x,y) = (2431.14,11321.5)
38460: (x,y) = (2258.99,11429.1)
38461: (x,y) = (2094.76,11309.8)
38462: (x,y) = (2275.63,11217.6)
38463: (x,y) = (2477.12,11192.9)
38464: (x,y) = (2323.91,11326)
38465: (x,y) = (2159.68,11445.4)
38466: (x,y) = (2356.65,11396.3)
38467: (x,y) = (2293.92,11203.2)
38468: (x,y) = (2495.81,11182)
38469: (x,y) = (2300.68,11237.9)
38470: (x,y) = (2136.45,11118.6)
38471: (x,y) = (1962.44,11014)
38472: (x,y) = (2126.67,10894.7)
38473: (x,y) = (2300.68,10790.2)
38474: (x,y) = (2115.23,10872.7)
38475: (x,y) = (2181.32,10680.8)
38476: (x,y) = (2382.34,10709.1)
38477: (x,y) = (2461.66,10895.9)
38478: (x,y) = (2514.2,11092)
38479: (x,y) = (2695.07,10999.8)
38480: (x,y) = (2615.76,11186.7)
38481: (x,y) = (2594.54,11388.6)
38482: (x,y) = (2439.03,11519.1)
38483: (x,y) = (2561.2,11357)
38484: (x,y) = (2433.45,11514.7)
38485: (x,y) = (2384.34,11711.7)
38486: (x,y) = (2556.49,11819.3)
38487: (x,y) = (2445.93,11649)
38488: (x,y) = (2323.76,11811.1)
38489: (x,y) = (2219.21,11637.1)
38490: (x,y) = (2301.77,11451.7)
38491: (x,y) = (2129.62,11559.2)
38492: (x,y) = (2299.87,11448.7)
38493: (x,y) = (2289.25,11246)
38494: (x,y) = (2131.48,11373.7)
38495: (x,y) = (2075.53,11568.9)
38496: (x,y) = (2203.28,11726.6)
38497: (x,y) = (2081.11,11888.7)
38498: (x,y) = (1953.36,11731)
38499: (x,y) = (1978.1,11529.5)
38500: (x,y) = (1783.97,11588.8)
38501: (x,y) = (1937.18,11455.7)
38502: (x,y) = (1812.2,11615.6)
38503: (x,y) = (2015.17,11612.1)
38504: (x,y) = (2077.9,11419)
38505: (x,y) = (2127.01,11222.1)
38506: (x,y) = (1936.25,11291.5)
38507: (x,y) = (2028.41,11110.6)
38508: (x,y) = (1879.95,10972.2)
38509: (x,y) = (1763.51,10805.9)
38510: (x,y) = (1763.51,10602.9)
38511: (x,y) = (1950.37,10523.6)
38512: (x,y) = (2127.92,10425.1)
38513: (x,y) = (2170.13,10226.6)
38514: (x,y) = (2219.24,10029.6)
38515: (x,y) = (2400.11,9937.44)
38516: (x,y) = (2357.9,9738.88)
38517: (x,y) = (2156.88,9710.63)
38518: (x,y) = (1981.08,9609.13)
38519: (x,y) = (2163.53,9698.12)
38520: (x,y) = (2261.95,9520.57)
38521: (x,y) = (2456.08,9579.92)
38522: (x,y) = (2597.09,9725.95)
38523: (x,y) = (2582.93,9523.44)
38524: (x,y) = (2397.48,9606.01)
38525: (x,y) = (2196,9581.27)
38526: (x,y) = (2107.01,9398.81)
38527: (x,y) = (2142.26,9598.73)
38528: (x,y) = (1940.37,9577.51)
38529: (x,y) = (1854.58,9761.49)
38530: (x,y) = (2057.3,9750.87)
38531: (x,y) = (2257.22,9715.62)
38532: (x,y) = (2309.76,9911.7)
38533: (x,y) = (2190.44,10075.9)
38534: (x,y) = (2389.71,10037.2)
38535: (x,y) = (2592.43,10047.8)
38536: (x,y) = (2634.63,9849.26)
38537: (x,y) = (2822.85,9925.3)
38538: (x,y) = (2621.83,9953.55)
38539: (x,y) = (2453.53,10067.1)
38540: (x,y) = (2325.78,10224.8)
38541: (x,y) = (2466.8,10078.8)
38542: (x,y) = (2669.02,10061.1)
38543: (x,y) = (2630.29,10260.4)
38544: (x,y) = (2516.77,10092.1)
38545: (x,y) = (2548.53,9891.59)
38546: (x,y) = (2667.85,9727.36)
38547: (x,y) = (2524.31,9870.9)
38548: (x,y) = (2713.83,9798.15)
38549: (x,y) = (2893.06,9893.45)
38550: (x,y) = (3063.31,10004)
38551: (x,y) = (3091.57,9802.99)
38552: (x,y) = (3235.11,9946.53)
38553: (x,y) = (3273.84,10145.8)
38554: (x,y) = (3387.36,10314.1)
38555: (x,y) = (3199.14,10238.1)
38556: (x,y) = (3048.28,10373.9)
38557: (x,y) = (2847.26,10402.1)
38558: (x,y) = (2664.8,10491.1)
38559: (x,y) = (2829.03,10371.8)
38560: (x,y) = (2638.28,10441.2)
38561: (x,y) = (2460.73,10539.7)
38562: (x,y) = (2258.84,10518.4)
38563: (x,y) = (2142.4,10352.1)
38564: (x,y) = (1968.4,10456.7)
38565: (x,y) = (2104.23,10607.6)
38566: (x,y) = (2034.8,10798.3)
38567: (x,y) = (2097.53,10991.4)
38568: (x,y) = (2166.96,11182.1)
38569: (x,y) = (1982.98,11267.9)
38570: (x,y) = (1982.98,11470.9)
38571: (x,y) = (1791.04,11404.8)
38572: (x,y) = (1724.95,11596.8)
38573: (x,y) = (1742.64,11799)
38574: (x,y) = (1541.62,11827.3)
38575: (x,y) = (1381.65,11702.3)
38576: (x,y) = (1268.14,11534)
38577: (x,y) = (1172.83,11713.2)
38578: (x,y) = (1374.32,11688.5)
38579: (x,y) = (1384.95,11891.2)
38580: (x,y) = (1214.7,12001.8)
38581: (x,y) = (1172.49,11803.2)
38582: (x,y) = (1374.72,11820.9)
38583: (x,y) = (1463.71,12003.4)
38584: (x,y) = (1286.16,11904.9)
38585: (x,y) = (1365.48,11718.1)
38586: (x,y) = (1214.62,11853.9)
38587: (x,y) = (1056.86,11726.2)
38588: (x,y) = (1004.32,11922.2)
38589: (x,y) = (1080.36,11734)
38590: (x,y) = (877.641,11723.4)
38591: (x,y) = (859.949,11521.2)
38592: (x,y) = (1005.97,11380.2)
38593: (x,y) = (1205.89,11415.4)
38594: (x,y) = (1404.45,11457.6)
38595: (x,y) = (1351.91,11653.7)
38596: (x,y) = (1459.49,11825.8)
38597: (x,y) = (1661.72,11808.2)
38598: (x,y) = (1458.99,11818.8)
38599: (x,y) = (1661.99,11818.8)
38600: (x,y) = (1486.19,11920.3)
38601: (x,y) = (1475.57,11717.6)
38602: (x,y) = (1541.66,11909.5)
38603: (x,y) = (1502.92,11710.2)
38604: (x,y) = (1356.9,11569.2)
38605: (x,y) = (1267.91,11386.8)
38606: (x,y) = (1467.18,11348)
38607: (x,y) = (1431.93,11547.9)
38608: (x,y) = (1312.61,11383.7)
38609: (x,y) = (1144.31,11270.2)
38610: (x,y) = (942.825,11245.4)
38611: (x,y) = (883.473,11051.3)
38612: (x,y) = (807.428,11239.5)
38613: (x,y) = (896.418,11422)
38614: (x,y) = (1047.28,11286.2)
38615: (x,y) = (849.479,11240.5)
38616: (x,y) = (716.299,11087.3)
38617: (x,y) = (695.08,11289.2)
38618: (x,y) = (820.059,11449.1)
38619: (x,y) = (639.185,11357)
38620: (x,y) = (607.428,11156.5)
38621: (x,y) = (493.912,10988.2)
38622: (x,y) = (689.048,10932.2)
38623: (x,y) = (526.925,10810.1)
38624: (x,y) = (431.623,10989.3)
38625: (x,y) = (634.344,10978.7)
38626: (x,y) = (794.311,10853.7)
38627: (x,y) = (930.144,11004.6)
38628: (x,y) = (784.118,10863.5)
38629: (x,y) = (982.682,10905.7)
38630: (x,y) = (1017.93,10705.8)
